Semester,Program Code,Program Short Name,Course Code,Course Name,Credit,ECTS Credit,Course Section,Capacity,Day1,Start Hour1,End Hour1,Instructor Name,Instructor Title
2020-2021 Fall,901,IS,9010100,INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS,0,1.0,1,57,,,,SEVGİ ÖZKAN YILDIRIM,Prof.Dr.
2020-2021 Fall,901,IS,9010100,INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS,0,1.0,2,55,,,,SEVGİ ÖZKAN YILDIRIM,Prof.Dr.
2020-2021 Fall,901,IS,9010100,INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS,0,1.0,3,55,,,,SEVGİ ÖZKAN YILDIRIM,Prof.Dr.
2020-2021 Fall,901,IS,9010100,INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS,0,1.0,4,55,,,,SEVGİ ÖZKAN YILDIRIM,Prof.Dr.
2020-2021 Fall,901,IS,9010100,INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS,0,1.0,5,55,,,,ÖZDEN ÖZCAN TOP,Assist.Prof.Dr
2020-2021 Fall,901,IS,9010100,INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS,0,1.0,6,55,,,,ALİ ARİFOĞLU,Lecturer Dr.
2020-2021 Fall,901,IS,9010100,INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS,0,1.0,7,55,,,,ALİ ARİFOĞLU,Lecturer Dr.
2020-2021 Fall,901,IS,9010100,INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS,0,1.0,8,55,,,,ALİ ARİFOĞLU,Lecturer Dr.
2020-2021 Fall,901,IS,9010100,INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS,0,1.0,9,55,,,,ALİ ARİFOĞLU,Lecturer Dr.
2020-2021 Fall,901,IS,9010100,INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS,0,1.0,10,55,,,,ALİ ARİFOĞLU,Lecturer Dr.
2020-2021 Fall,901,IS,9010100,INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS,0,1.0,11,55,,,,AYSU BETİN CAN,Assoc.Prof.Dr.
2020-2021 Fall,901,IS,9010100,INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS,0,1.0,12,55,,,,AYSU BETİN CAN,Assoc.Prof.Dr.
2020-2021 Fall,901,IS,9010100,INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS,0,1.0,13,55,,,,AYSU BETİN CAN,Assoc.Prof.Dr.
2020-2021 Fall,901,IS,9010100,INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS,0,1.0,14,55,,,,AYSU BETİN CAN,Assoc.Prof.Dr.
2020-2021 Fall,901,IS,9010100,INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS,0,1.0,15,55,,,,AYSU BETİN CAN,Assoc.Prof.Dr.
2020-2021 Fall,901,IS,9010100,INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS,0,1.0,16,55,,,,BANU GÜNEL KILIÇ,Prof.Dr.
2020-2021 Fall,901,IS,9010100,INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS,0,1.0,17,55,,,,BANU GÜNEL KILIÇ,Prof.Dr.
2020-2021 Fall,901,IS,9010100,INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS,0,1.0,18,55,,,,BANU GÜNEL KILIÇ,Prof.Dr.
2020-2021 Fall,901,IS,9010100,INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS,0,1.0,19,55,,,,BANU GÜNEL KILIÇ,Prof.Dr.
2020-2021 Fall,901,IS,9010100,INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS,0,1.0,20,55,,,,BANU GÜNEL KILIÇ,Prof.Dr.
2020-2021 Fall,901,IS,9010100,INTRODUCTION TO INFORMATION TECHNOLOGIES AND APPLICATIONS,0,1.0,21,55,,,,ALTAN KOÇYİĞİT,Prof.Dr.
