Semester,Program Code,Program Short Name,Course Code,Course Name,Credit,ECTS Credit,Course Section,Capacity,Day1,Start Hour1,End Hour1,Instructor Name,Instructor Title
2020-2021 Fall,906,MI,9060528,FUNDAMENTALS OF MATHEMATICS FOR INFORMATION SYSTEMS,3,8.0,1,15,Tuesday,13:40,16:30,ÜNAL ERKAN MUMCUOĞLU,Prof.Dr.
2020-2021 Fall,906,MI,9060530,MEDICAL IMAGE ANALYSIS,3,8.0,1,15,Thursday,13:40,16:30,ÜNAL ERKAN MUMCUOĞLU,Prof.Dr.
2020-2021 Fall,906,MI,9060533,BRAIN DYNAMICS AND OSCILLATIONS,3,8.0,1,15,Tuesday,09:40,12:30,TOLGA ESAT ÖZKURT,Assoc.Prof.Dr.
2020-2021 Fall,906,MI,9060543,METHODOLOGY AND PHILOSOPHY OF NEUROSCIENCE,3,8.0,1,15,Wednesday,13:40,16:30,TOLGA ESAT ÖZKURT,Assoc.Prof.Dr.
2020-2021 Fall,906,MI,9060545,OBJECT ORIENTED PROGRAMMING AND DATA STRUCTURES,3,8.0,1,15,Thursday,09:40,12:30,AYBAR CAN ACAR,Assist.Prof.Dr
2020-2021 Fall,906,MI,9060589,TERM PROJECT,0,20.0,1,5,,,,ÜNAL ERKAN MUMCUOĞLU,Prof.Dr.
2020-2021 Fall,906,MI,9060589,TERM PROJECT,0,20.0,2,0,,,,NAZİFE BAYKAL,Prof.Dr.
2020-2021 Fall,906,MI,9060589,TERM PROJECT,0,20.0,3,5,,,,YEŞİM AYDIN SON,Assoc.Prof.Dr.
2020-2021 Fall,906,MI,9060589,TERM PROJECT,0,20.0,4,0,,,,STAFF,-
2020-2021 Fall,906,MI,9060589,TERM PROJECT,0,20.0,5,5,,,,AYBAR CAN ACAR,Assist.Prof.Dr
2020-2021 Fall,906,MI,9060589,TERM PROJECT,0,20.0,6,5,,,,TOLGA ESAT ÖZKURT,Assoc.Prof.Dr.
2020-2021 Fall,906,MI,9060589,TERM PROJECT,0,20.0,7,5,,,,AYSU BETİN CAN,Assoc.Prof.Dr.
2020-2021 Fall,906,MI,9060589,TERM PROJECT,0,20.0,8,5,,,,TUĞBA TAŞKAYA TEMİZEL,Prof.Dr.
2020-2021 Fall,906,MI,9060589,TERM PROJECT,0,20.0,9,5,,,,PEKİN ERHAN EREN,Prof.Dr.
2020-2021 Fall,906,MI,9060589,TERM PROJECT,0,20.0,10,5,,,,MURAT PERİT ÇAKIR,Assoc.Prof.Dr.
2020-2021 Fall,906,MI,9060589,TERM PROJECT,0,20.0,11,5,,,,SEVGİ ÖZKAN YILDIRIM,Prof.Dr.
2020-2021 Fall,906,MI,9060589,TERM PROJECT,0,20.0,12,5,,,,BANU GÜNEL KILIÇ,Prof.Dr.
2020-2021 Fall,906,MI,9060589,TERM PROJECT,0,20.0,13,5,,,,NURCAN TUNÇBAĞ,Assoc.Prof.Dr.
2020-2021 Fall,906,MI,9060589,TERM PROJECT,0,20.0,14,5,,,,ALPTEKİN TEMİZEL,Prof.Dr.
2020-2021 Fall,906,MI,9060589,TERM PROJECT,0,20.0,15,5,,,,HÜSEYİN HACIHABİBOĞLU,Prof.Dr.
2020-2021 Fall,906,MI,9060589,TERM PROJECT,0,20.0,16,0,,,,STAFF,-
2020-2021 Fall,906,MI,9060589,TERM PROJECT,0,20.0,17,5,,,,RENGÜL ATALAY,Prof.Dr.
2020-2021 Fall,906,MI,9060599,MASTERS THESIS,0,50.0,1,15,,,,ÜNAL ERKAN MUMCUOĞLU,Prof.Dr.
2020-2021 Fall,906,MI,9060599,MASTERS THESIS,0,50.0,2,0,,,,NAZİFE BAYKAL,Prof.Dr.
2020-2021 Fall,906,MI,9060599,MASTERS THESIS,0,50.0,3,15,,,,YEŞİM AYDIN SON,Assoc.Prof.Dr.
2020-2021 Fall,906,MI,9060599,MASTERS THESIS,0,50.0,4,0,,,,STAFF,-
2020-2021 Fall,906,MI,9060599,MASTERS THESIS,0,50.0,5,15,,,,AYBAR CAN ACAR,Assist.Prof.Dr
2020-2021 Fall,906,MI,9060599,MASTERS THESIS,0,50.0,6,15,,,,TOLGA ESAT ÖZKURT,Assoc.Prof.Dr.
2020-2021 Fall,906,MI,9060599,MASTERS THESIS,0,50.0,7,5,,,,VİLDA PURUTÇUOĞLU,Prof.Dr.
2020-2021 Fall,906,MI,9060599,MASTERS THESIS,0,50.0,8,5,,,,TUĞBA TAŞKAYA TEMİZEL,Prof.Dr.
2020-2021 Fall,906,MI,9060599,MASTERS THESIS,0,50.0,9,5,,,,CENGİZ ACARTÜRK,Assoc.Prof.Dr.
2020-2021 Fall,906,MI,9060599,MASTERS THESIS,0,50.0,10,5,,,,TOLGA CAN,Prof.Dr.
2020-2021 Fall,906,MI,9060599,MASTERS THESIS,0,50.0,11,5,,,,PEKİN ERHAN EREN,Prof.Dr.
2020-2021 Fall,906,MI,9060599,MASTERS THESIS,0,50.0,12,5,,,,ELİF SÜRER,Assoc.Prof.Dr.
2020-2021 Fall,906,MI,9060599,MASTERS THESIS,0,50.0,13,5,,,,MURAT PERİT ÇAKIR,Assoc.Prof.Dr.
2020-2021 Fall,906,MI,9060599,MASTERS THESIS,0,50.0,14,5,,,,AYSU BETİN CAN,Assoc.Prof.Dr.
2020-2021 Fall,906,MI,9060599,MASTERS THESIS,0,50.0,15,5,,,,SEVGİ ÖZKAN YILDIRIM,Prof.Dr.
2020-2021 Fall,906,MI,9060599,MASTERS THESIS,0,50.0,16,15,,,,NURCAN TUNÇBAĞ,Assoc.Prof.Dr.
2020-2021 Fall,906,MI,9060599,MASTERS THESIS,0,50.0,17,5,,,,BANU GÜNEL KILIÇ,Prof.Dr.
2020-2021 Fall,906,MI,9060599,MASTERS THESIS,0,50.0,18,5,,,,MEHMET SOMEL,Prof.Dr.
2020-2021 Fall,906,MI,9060599,MASTERS THESIS,0,50.0,19,5,,,,ALPTEKİN TEMİZEL,Prof.Dr.
2020-2021 Fall,906,MI,9060599,MASTERS THESIS,0,50.0,20,5,,,,HÜSEYİN HACIHABİBOĞLU,Prof.Dr.
2020-2021 Fall,906,MI,9060599,MASTERS THESIS,0,50.0,21,5,,,,UMUT ÖZGE,Assist.Prof.Dr
2020-2021 Fall,906,MI,9060599,MASTERS THESIS,0,50.0,22,15,,,,RENGÜL ATALAY,Prof.Dr.
2020-2021 Fall,906,MI,9060699,PHD THESIS,0,130.0,1,15,,,,ÜNAL ERKAN MUMCUOĞLU,Prof.Dr.
2020-2021 Fall,906,MI,9060699,PHD THESIS,0,130.0,2,0,,,,NAZİFE BAYKAL,Prof.Dr.
2020-2021 Fall,906,MI,9060699,PHD THESIS,0,130.0,3,20,,,,YEŞİM AYDIN SON,Assoc.Prof.Dr.
2020-2021 Fall,906,MI,9060699,PHD THESIS,0,130.0,4,5,,,,MEHMET VOLKAN ATALAY,Prof.Dr.
2020-2021 Fall,906,MI,9060699,PHD THESIS,0,130.0,5,15,,,,AYBAR CAN ACAR,Assist.Prof.Dr
2020-2021 Fall,906,MI,9060699,PHD THESIS,0,130.0,6,15,,,,TOLGA ESAT ÖZKURT,Assoc.Prof.Dr.
2020-2021 Fall,906,MI,9060699,PHD THESIS,0,130.0,7,5,,,,VİLDA PURUTÇUOĞLU,Prof.Dr.
2020-2021 Fall,906,MI,9060699,PHD THESIS,0,130.0,8,5,,,,TUĞBA TAŞKAYA TEMİZEL,Prof.Dr.
2020-2021 Fall,906,MI,9060699,PHD THESIS,0,130.0,9,5,,,,CENGİZ ACARTÜRK,Assoc.Prof.Dr.
2020-2021 Fall,906,MI,9060699,PHD THESIS,0,130.0,10,5,,,,TOLGA CAN,Prof.Dr.
2020-2021 Fall,906,MI,9060699,PHD THESIS,0,130.0,11,5,,,,PEKİN ERHAN EREN,Prof.Dr.
2020-2021 Fall,906,MI,9060699,PHD THESIS,0,130.0,12,5,,,,ELİF SÜRER,Assoc.Prof.Dr.
2020-2021 Fall,906,MI,9060699,PHD THESIS,0,130.0,13,5,,,,MURAT PERİT ÇAKIR,Assoc.Prof.Dr.
2020-2021 Fall,906,MI,9060699,PHD THESIS,0,130.0,14,5,,,,AYSU BETİN CAN,Assoc.Prof.Dr.
2020-2021 Fall,906,MI,9060699,PHD THESIS,0,130.0,15,5,,,,SEVGİ ÖZKAN YILDIRIM,Prof.Dr.
2020-2021 Fall,906,MI,9060699,PHD THESIS,0,130.0,16,15,,,,NURCAN TUNÇBAĞ,Assoc.Prof.Dr.
2020-2021 Fall,906,MI,9060699,PHD THESIS,0,130.0,17,5,,,,BANU GÜNEL KILIÇ,Prof.Dr.
2020-2021 Fall,906,MI,9060699,PHD THESIS,0,130.0,18,5,,,,MEHMET SOMEL,Prof.Dr.
2020-2021 Fall,906,MI,9060699,PHD THESIS,0,130.0,19,5,,,,ALPTEKİN TEMİZEL,Prof.Dr.
2020-2021 Fall,906,MI,9060699,PHD THESIS,0,130.0,20,5,,,,HÜSEYİN HACIHABİBOĞLU,Prof.Dr.
2020-2021 Fall,906,MI,9060699,PHD THESIS,0,130.0,21,5,,,,UMUT ÖZGE,Assist.Prof.Dr
2020-2021 Fall,906,MI,9060699,PHD THESIS,0,130.0,22,15,,,,RENGÜL ATALAY,Prof.Dr.
2020-2021 Fall,906,MI,9060801,SPECIAL  STUDIES,0,10.0,1,15,,,,ÜNAL ERKAN MUMCUOĞLU,Prof.Dr.
2020-2021 Fall,906,MI,9060802,SPECIAL  STUDIES,0,10.0,1,0,,,,NAZİFE BAYKAL,Prof.Dr.
2020-2021 Fall,906,MI,9060803,SPECIAL  STUDIES,0,10.0,1,15,,,,YEŞİM AYDIN SON,Assoc.Prof.Dr.
2020-2021 Fall,906,MI,9060804,SPECIAL STUDIES,0,10.0,1,0,,,,STAFF,-
2020-2021 Fall,906,MI,9060805,SPECIAL STUDIES,0,10.0,1,15,,,,AYBAR CAN ACAR,Assist.Prof.Dr
2020-2021 Fall,906,MI,9060806,SPECIAL STUDIES,0,10.0,1,15,,,,TOLGA ESAT ÖZKURT,Assoc.Prof.Dr.
2020-2021 Fall,906,MI,9060807,SPECIAL STUDIES,0,10.0,1,5,,,,VİLDA PURUTÇUOĞLU,Prof.Dr.
2020-2021 Fall,906,MI,9060808,SPECIAL STUDIES,0,10.0,1,5,,,,TUĞBA TAŞKAYA TEMİZEL,Prof.Dr.
2020-2021 Fall,906,MI,9060809,SPECIAL STUDIES,0,10.0,1,5,,,,CENGİZ ACARTÜRK,Assoc.Prof.Dr.
2020-2021 Fall,906,MI,9060810,SPECIAL STUDIES,0,10.0,1,5,,,,TOLGA CAN,Prof.Dr.
2020-2021 Fall,906,MI,9060811,SPECIAL STUDIES,0,10.0,1,5,,,,PEKİN ERHAN EREN,Prof.Dr.
2020-2021 Fall,906,MI,9060812,SPECIAL STUDIES,0,10.0,1,5,,,,ELİF SÜRER,Assoc.Prof.Dr.
2020-2021 Fall,906,MI,9060813,SPECIAL STUDIES,0,10.0,1,5,,,,MURAT PERİT ÇAKIR,Assoc.Prof.Dr.
2020-2021 Fall,906,MI,9060814,SPECIAL STUDIES,0,10.0,1,5,,,,AYSU BETİN CAN,Assoc.Prof.Dr.
2020-2021 Fall,906,MI,9060815,SPECIAL STUDIES,0,10.0,1,5,,,,SEVGİ ÖZKAN YILDIRIM,Prof.Dr.
2020-2021 Fall,906,MI,9060816,SPECIAL STUDIES,0,10.0,1,15,,,,NURCAN TUNÇBAĞ,Assoc.Prof.Dr.
2020-2021 Fall,906,MI,9060817,SPECIAL STUDIES,0,10.0,1,5,,,,BANU GÜNEL KILIÇ,Prof.Dr.
2020-2021 Fall,906,MI,9060818,SPECIAL STUDIES,0,10.0,1,5,,,,MEHMET SOMEL,Prof.Dr.
2020-2021 Fall,906,MI,9060819,SPECIAL STUDIES,0,15.0,1,5,,,,ALPTEKİN TEMİZEL,Prof.Dr.
2020-2021 Fall,906,MI,9060820,SPECIAL STUDIES,0,15.0,1,5,,,,HÜSEYİN HACIHABİBOĞLU,Prof.Dr.
2020-2021 Fall,906,MI,9060821,SPECIAL STUDIES,0,15.0,1,5,,,,UMUT ÖZGE,Assist.Prof.Dr
2020-2021 Fall,906,MI,9060822,SPECIAL STUDIES,0,15.0,1,15,,,,RENGÜL ATALAY,Prof.Dr.
2020-2021 Fall,906,MI,9060901,ADVANCED STUDIES,0,70.0,1,15,,,,ÜNAL ERKAN MUMCUOĞLU,Prof.Dr.
2020-2021 Fall,906,MI,9060902,ADVANCED STUDIES,0,70.0,1,0,,,,NAZİFE BAYKAL,Prof.Dr.
2020-2021 Fall,906,MI,9060903,ADVANCED STUDIES,0,70.0,1,20,,,,YEŞİM AYDIN SON,Assoc.Prof.Dr.
2020-2021 Fall,906,MI,9060904,ADVANCED STUDIES,0,70.0,1,5,,,,MEHMET VOLKAN ATALAY,Prof.Dr.
2020-2021 Fall,906,MI,9060905,ADVANCED STUDIES,0,70.0,1,15,,,,AYBAR CAN ACAR,Assist.Prof.Dr
2020-2021 Fall,906,MI,9060906,ADVANCED STUDIES,0,70.0,1,15,,,,TOLGA ESAT ÖZKURT,Assoc.Prof.Dr.
2020-2021 Fall,906,MI,9060907,ADVANCED STUDIES,0,70.0,1,5,,,,VİLDA PURUTÇUOĞLU,Prof.Dr.
2020-2021 Fall,906,MI,9060908,ADVANCED STUDIES,0,70.0,1,5,,,,TUĞBA TAŞKAYA TEMİZEL,Prof.Dr.
2020-2021 Fall,906,MI,9060909,ADVANCED STUDIES,0,70.0,1,5,,,,CENGİZ ACARTÜRK,Assoc.Prof.Dr.
2020-2021 Fall,906,MI,9060910,ADVANCED STUDIES,0,70.0,1,5,,,,TOLGA CAN,Prof.Dr.
2020-2021 Fall,906,MI,9060911,ADVANCED STUDIES,0,70.0,1,5,,,,PEKİN ERHAN EREN,Prof.Dr.
2020-2021 Fall,906,MI,9060912,ADVANCED STUDIES,0,70.0,1,5,,,,ELİF SÜRER,Assoc.Prof.Dr.
